,ID,Tweet,Affect Dimension,Intensity Score,target
238,2018-En-00176,Oh Canada 🇨🇦 shouldn't be sung like that. #terrible #MLBTHESHOW17,fear,0.304,0
239,2018-En-01475,"@magicpencil I'd just whip up a cake batter or cookies &amp; throw it in 😀 bakewell, frangipani is made with almonds",joy,0.516,0
240,2018-En-01241,"#smiles are great investment. The more we collect, the better we feel.. have a nice smiling day... #goodmorning",joy,0.773,0
241,2018-En-03171,I am #extremely #talented and had #manyexperiences people wouldn't #wish #for and #dread yet had amazing moments too... #life #psychic,fear,0.327,0
242,2018-En-02130,ain't no sunshine when she's away ♫ ,anger,0.29,0
243,2018-En-04356,"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",joy,0.75,0
244,2018-En-03035,It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 😂🙈,fear,0.25,0
245,2018-En-00972,@CHARGERFANRV Ur so flippin funny!!! I love it!!! #burning!!!,anger,0.21,0
246,2018-En-02470,About to watch the eclipse in astral valley with the longest time in totality across the country  #thankful,joy,0.6559999999999999,0
247,2018-En-03509,"I'm in such a good place right now, so happy... 💛 I just wanted to share that #positivevibes #optimism #followingmydream",joy,0.955,0
248,2018-En-02360,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",fear,0.172,0
249,2018-En-03927,"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 💖",anger,0.281,0
250,2018-En-03307,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,sadness,0.276,0
251,2018-En-00821,Well that was lovely.   Checked church Facebook page and I've been given a five star review for Sats wedding. #bashful ,joy,0.547,0
252,2018-En-02581,Its nice to stay in a small city from time to time  #starrynight,sadness,0.146,0
253,2018-En-00243,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",anger,0.172,0
254,2018-En-02806,ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.,anger,0.203,0
255,2018-En-01167,So much excitement for Rome this time next week - getting ready to burn and turn red too 😂,joy,0.7659999999999999,0
256,2018-En-04371,happy birthday to anne ! we wish her all the best and hope she's having a wonderful day,joy,0.7340000000000001,0
257,2018-En-01631,I'm shaking in my boots now. The Taffia are in full flow 😂😂,fear,0.385,0
258,2018-En-03851,This rain had me dancing in the street #rejoice #rejoice #thetimeofgreatsorrowisover,joy,0.7290000000000001,0
259,2018-En-01488,"how are you my love? @Hashtag_DonJon love youu!! thanks for the smile, that motivates me to keep going!! 💛 so blessed to have you 😊",joy,0.871,0
260,2018-En-03420,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",sadness,0.27899999999999997,0
261,2018-En-04240,@CutTimeComic They are adorable !!! I need them all 😭,joy,0.618,0
262,2018-En-00383,Every GIRL deserves a GUY who can make her SMILE :D,joy,0.514,0
263,2018-En-04114,Love implies anger. The man who is angered by nothing cares about nothing. ~Edward Abbey #love,anger,0.172,0
264,2018-En-04376,Up early. Kicking ass and taking names. #offense.,fear,0.29,0
265,2018-En-02720,You've wondered why they seek happiness inside. #cheerful,joy,0.606,0
266,2018-En-02621,"Thought For The Day\n\nRemain Unruffled\n\n2 Thes 3:13 says 'But ye, brethren, be not weary in well doing.' For many years I have",fear,0.26899999999999996,0
267,2018-En-03675,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,joy,0.742,0
268,2018-En-04351,Your smile could never make me frown.,sadness,0.174,0
269,2018-En-02201,#Eclipe2017 An eclipse carries a large jolt of #energy. This one cut a wide swath across the United States. #Change #excitement #transition,joy,0.531,0
270,2018-En-04110,"May you find your #center the peace of your #soul, joy in your #heart #understanding in your #mind. This is my #blessing &amp; #prayer for you.🌞",joy,0.578,0
271,2018-En-04166,Today is already off to a great start..... 🙄 ,anger,0.172,0
272,2018-En-00796,@GunnerGale Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans! ,fear,0.16699999999999998,0
273,2018-En-01782,"Thus said the Lord God...”I have heard your #prayer, I have seen your #tears, behold, I will #heal you”... 2kings 20:5a #hope #joy #jesus",sadness,0.231,0
274,2018-En-00243,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",fear,0.16699999999999998,0
275,2018-En-03307,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,fear,0.389,0
276,2018-En-02548,You always find the most comfortable position in bed after the alarm goes off,fear,0.28600000000000003,0
277,2018-En-02131,I love the nightmare before Christmas and Hercules so much,fear,0.27899999999999997,0
278,2018-En-02479,@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,joy,0.672,0
279,2018-En-01265,Go harder when everyone else has had enough. #relentless #Cleaner,fear,0.326,0
280,2018-En-02501,Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp; #happy #holiday makers may the #sun #shine on #Cornwall #kernow #enjoy,joy,0.682,0
281,2018-En-01089,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,joy,0.547,0
282,2018-En-00725,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,sadness,0.826,1
283,2018-En-02629,@SandraOldfield I LOVE the comics! #hilarious,joy,0.7659999999999999,0
284,2018-En-03860,"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",sadness,0.22899999999999998,0
285,2018-En-04286,@chadbowers Look forward to next years @heroesonline Con in Charlotte so i can get Darkhawk signed! #awesomeness,joy,0.625,0
286,2018-En-02989,@muqryyy happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻,joy,0.7190000000000001,0
287,2018-En-03570,"This is heart-stopping, take-my-breath-away fun! I. Like. It. A lot. #justsayin #laughing",joy,0.797,0
288,2018-En-01715,@SabeloMario @a16z @JimHarris Testimony of how much BS were broadcasted these last year. Pigs are not flying after all. ,fear,0.35700000000000004,0
289,2018-En-01456,this year keeps getting more depressing and disappointing,sadness,0.909,1
290,2018-En-02657,Nearly 12 o'clock and we are here listening to music and my girlie is making me howl with her dancing #oldtunes #daughter #laughs #memories,joy,0.6609999999999999,0
291,2018-En-03365,Myatt &amp; Smith open the batting! 12 from the first over. #great start,joy,0.516,0
292,2018-En-02618,Spend your day creating #smiles today!,joy,0.703,0
293,2018-En-00290,People are truly #amazing. #inspiring day,joy,0.7120000000000001,0
294,2018-En-00053,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",sadness,0.146,0
295,2018-En-01036,It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race @SebastianKienle !,joy,0.7120000000000001,0
296,2018-En-03253,@KOlusola @CurlineO Just look at those happy smiles! Beautiful! 💛,joy,0.7879999999999999,0
297,2018-En-02207,@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still ,sadness,0.25,0
298,2018-En-01906,Believing in yourself is key in attaining what you want in your life. #start believing in yourself,fear,0.115,0
299,2018-En-04270,"5,877 #impressions over the last 24 hours. I've had an insightful #pleasure enlightening you all today, I hope I have been of #service. #USA",joy,0.563,0
300,2018-En-02767,max @whitephobe is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half,joy,0.536,0
301,2018-En-04292,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace,joy,0.828,0
302,2018-En-00733,Then daddy wanna call talking bout wake up and shake that ass 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,fear,0.192,0
303,2018-En-02493,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,fear,0.297,0
304,2018-En-02162,"Woke up in a great mood, ready to get back to work 😊 ",joy,0.813,0
305,2018-En-03068,Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved,anger,0.266,0
306,2018-En-02210,@Borovvicka 😂😂 i love ur angry comments,anger,0.23399999999999999,0
307,2018-En-04249,"@morrgancatt you dont have a bad smile at all, you should smile more often and share your smile with all your fans",joy,0.531,0
308,2018-En-03816,Take #photographs of life and write them in #journals #motivation #inspiration #life  #love #inspire #smile #quotestoliveby,joy,0.516,0
309,2018-En-04178,Some people make your laugh a little louder. Your smile a little brighter. and your life a little better,joy,0.6559999999999999,0
310,2018-En-02364,I forgive everyone. It's rare for me to hold a grudge.,anger,0.188,0
311,2018-En-04146,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",joy,0.578,0
312,2018-En-02856,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities,fear,0.35200000000000004,0
313,2018-En-00859,"My author copies have landed in Australia. My agent has them. Soon, I'll be able to hold one and flick through it. #excitement #StoneCircle",joy,0.75,0
314,2018-En-02852,"Never stay silent or let anyone intimidate you into silence.  Lets make the world a better, safer place for kids #wallofsilence",fear,0.391,0
315,2018-En-02994,First pumpkin coffee of the season this morning! Thank you @DunkinDonuts for an automatic good day! 🎃 #ecstatic #pumpkineverything,joy,0.797,0
316,2018-En-01364,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",sadness,0.879,1
317,2018-En-03183,#Bible reading today shows us the Lord has done #great things for us &amp; we are glad. Our mouth is filled with #laughter &amp; tongue with singing,joy,0.561,0
318,2018-En-01749,Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,joy,0.609,0
319,2018-En-02092,@dngokingyok They are my hetero guilty pleasure 😂,joy,0.547,0
320,2018-En-00691,Found out the peraon i liked wanted to that someone else #sadness,sadness,0.875,1
321,2018-En-04280,"@ghibIiyoongi happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",joy,0.8440000000000001,0
322,2018-En-02823,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,fear,0.25,0
323,2018-En-03893,The beautiful thing is how you be \nSmart\nStrong\nNice\nHappy,joy,0.594,0
324,2018-En-01030,@1ShawnT Yall hoes better learn how to hip-hop dance  and stop shaking yall ass all the time😂,fear,0.185,0
325,2018-En-03113,I miss my friends so badly 😢,sadness,0.82,1
326,2018-En-01021,"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak",sadness,0.973,1
327,2018-En-03299,@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #Whatsupwiththat #nike #adidas #?? ,anger,0.297,0
328,2018-En-02311,"no alarm set, long lie, no plans tomorrow😍 #blissful",joy,0.828,0
329,2018-En-00589,Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,joy,0.7659999999999999,0
330,2018-En-01281,Good morning family to all of you who took the time to wish mom a HAPPY BIRTHDAY Thank you from my ❤ love you be blessed,joy,0.75,0
331,2018-En-01721,@TimHortons Please please PLEASE make your jalapeño jack sandwich a regular! I LOOOVE it!!! ,joy,0.703,0
332,2018-En-00306,"@MFaizAbdulKarim And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",sadness,0.225,0
333,2018-En-04218,"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",fear,0.317,0
334,2018-En-00820,@talkfreelyalway @westbrookdanni Haha 👌🏼it's nice to know you take the time to find out so much about me too #flattered 😘,joy,0.632,0
335,2018-En-00500,@ABCTV @AuSenate @annabelcrabb I confess I didn't watch last week. #bad Are you going to do an episode on accessibility?,fear,0.375,0
336,2018-En-00366,Gotta do my best today and keep my happiness on and not let anything bring me down... big day today 💖🤘☇ #stoked ,fear,0.28800000000000003,0
337,2018-En-03711,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.,fear,0.33,0
338,2018-En-03021,OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,sadness,0.9,1
339,2018-En-02038,Share your #smile today!,joy,0.609,0
340,2018-En-03522,psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face 🙌,fear,0.24100000000000002,0
341,2018-En-02357,"“Among the things you can give and still keep are your word, a #smile, and a grateful #heart.” @TheZigZiglar #Success #Leadership",joy,0.606,0
342,2018-En-01153,I love when gg cheering up eo. Apink rv mamamoo jjang!!!!,joy,0.5589999999999999,0
343,2018-En-03211,@RealRobFowler @BatTheMusical Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇,joy,0.662,0
344,2018-En-02225,Some people just need to learn how to #smile 😁 and #laugh 😂😂 #live #life,joy,0.606,0
345,2018-En-01342,I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,joy,0.7190000000000001,0
346,2018-En-01619,The enjoyment of seeing the same thing your ex did to you happen to them! #karma #😂 #whatgoesaroundcomesaround,joy,0.6559999999999999,0
347,2018-En-01976,Edge of my seat @GameOfThrones loved it #dragonsontheWall ,fear,0.359,0
348,2018-En-03600,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,sadness,0.19,0
349,2018-En-02078,@TommySandhu @bbcasiannetwork tommy you r phenomenal smashed #ajjdin on the mixes #hilarious and #awesome 😜😂😂👍🏻,joy,0.578,0
350,2018-En-00833,"Keep a relentless eye on your goals! Perseverance, joyful dedication, and unwavering focus will get you @AmyLeighMercree",anger,0.281,0
351,2018-En-02310,Good Morning #start 2Wheel #free course *Pune *8888006565,anger,0.15,0
352,2018-En-02746,"New, and a bit alarming . . .",anger,0.281,0
353,2018-En-01742,Ain't nothing like a good leg workout to start of the day 🤘,joy,0.5670000000000001,0
354,2018-En-00096,My lovely barista just invited me to her bday party this weekend and that alone just made my day.😊#happy #grateful #blessed,joy,0.894,0
355,2018-En-00555,"nah i jus love carni. the best food, the best music, the best *****, gr8 vibes with family &amp; friends. pure ",joy,0.758,0
356,2018-En-02467,It amazes me how many useful videos there are on Youtube.  Everyone sharing knowledge &amp; making money doing it. #wonderful,joy,0.625,0
357,2018-En-01868,@SueLeibman Just got an audition for a lead role in a #SAGFilm #actor #moviestar #awesome #happy  @IMDb #Me #RT,joy,0.8909999999999999,0
358,2018-En-01950,Mockingbird started playing a random shake it off playlist. #TweetBot,fear,0.196,0
359,2018-En-04060,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,fear,0.354,0
360,2018-En-01771,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,sadness,0.2,0
361,2018-En-03460,never had a dull moment with u guys 💕,sadness,0.13,0
362,2018-En-00641,@Villesportslaw You are way late to the party my friend. We were all over this yesterday... #hilarious,joy,0.515,0
363,2018-En-03019,"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",sadness,0.20800000000000002,0
364,2018-En-01813,"@HillF1 @SilverstoneUK I'm coming on Saturday for Qually and the race on Sunday, can't wait 😊 #excitement #needalewiscap",joy,0.813,0
365,2018-En-00267,I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,sadness,0.146,0
366,2018-En-03484,Happy #worldfringeday I can't think of a more appropriate year to perform at the @edfringe for the first time with @CultureClashUK ,joy,0.547,0
367,2018-En-02565,My head is been hurting so much and I lost my appetite,sadness,0.86,1
368,2018-En-00570,Don't let anyone steal your joy! #rejoice #victory #overcomer,joy,0.618,0
369,2018-En-01989,"||: I'll stay offline today. Most likely. And Theo, don't hesitate to @ me anytime",fear,0.28600000000000003,0
370,2018-En-01386,What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 👰😆🚘💞,joy,0.818,0
371,2018-En-03109,@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous,fear,0.20800000000000002,0
372,2018-En-01296,If I ever got paid to be in impractical jokers as one of the people to tell the guys what to do I would do that in a heartbeat #hilarious,joy,0.563,0
373,2018-En-00172,@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,joy,0.727,0
374,2018-En-00713,@SpnTentation Thank you! My first solo run!  #excited #andnervous,anger,0.111,0
375,2018-En-03702,"You dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking , laughing , cheering 💕",joy,0.609,0
376,2018-En-01609,Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,joy,0.818,0
377,2018-En-02279,It's a #blessing to love it's a blessing to have someone to love,joy,0.621,0
378,2018-En-02480,"Oh yeah, it feels so good to be alive and alone here in my joint! Thank God! #excitement ☺️☺️☺️",joy,0.922,0
379,2018-En-02221,"I got $150 on McGregor, who wanna bet? #serious",sadness,0.19,0
380,2018-En-02421,Wooo so happy right now! Just bought my tickets to see @NiallOfficial next summer in Dublin.Can't wait 😁 #niallhoran #Dublin #music ,joy,0.8909999999999999,0
381,2018-En-00236,yas bret you're always making me laugh ily 😘 @bretmanrock,joy,0.629,0
382,2018-En-02810,I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,anger,0.266,0
383,2018-En-03169,Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,fear,0.155,0
384,2018-En-02641,@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,anger,0.297,0
385,2018-En-01447,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease 💕💕💕❤❤,anger,0.172,0
386,2018-En-02064,@narendramodi Really it was very sad and shame!!!,sadness,0.862,1
387,2018-En-00065,im gonna rejoice because im gonna see jr and aron .,joy,0.578,0
388,2018-En-01600,@titsjpeg Yeah funny and sexy 😍,joy,0.657,0
389,2018-En-02310,Good Morning #start 2Wheel #free course *Pune *8888006565,sadness,0.263,0
390,2018-En-02057,@atrsya_ You truly decide your own happiness 😊,joy,0.691,0
391,2018-En-01739,if anyone has any tips to help me worry less then hmu,anger,0.281,0
392,2018-En-02686,"@exceptions Although I have a nice vulva, I choose not to intimidate other women with it.",fear,0.31,0
393,2018-En-04258,@BugsySeigal been reading your Twitter this lunchtime... you're very angry aren't you 😂😂,fear,0.321,0
394,2018-En-02899,"God's help for Israel in Isaiah 41:10, is for u today. Don’t be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up.",fear,0.348,0
395,2018-En-02190,@edutopia What an innovative way for admin to see what's going on in classrooms! #leadup #awesomeness,joy,0.621,0
396,2018-En-04377,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,anger,0.177,0
397,2018-En-04201,I'm a proud father to a mustache #babystache #adorable #newborn,joy,0.848,0
398,2018-En-02806,ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.,joy,0.514,0
399,2018-En-01374,It's my #party #Hashtag10 and I'll #cry if I want to ...... Not really! #Hashtag10 celebrations and I shall #rejoice! I love quirky ones!,joy,0.594,0
400,2018-En-03852,"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",joy,0.843,0
401,2018-En-00737,America...just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,fear,0.321,0
402,2018-En-03009,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,joy,0.7809999999999999,0
403,2018-En-00205,"I don't know why I'm like this but, whenever I see him, I just smile and feel happiness when he's around💕",joy,0.848,0
404,2018-En-00512,Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,joy,0.6409999999999999,0
405,2018-En-02604,@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),anger,0.24100000000000002,0
406,2018-En-01789,Streetlights coming on. We can see stars! #amazing #SolarEclipse2017,joy,0.672,0
407,2018-En-03757,@beenthatkyd so I scrolled back up on the '17 GC because I missed it earlier and man you toooooooooo funny 😂😂😂😂😂 hilarious headassss!!!,joy,0.773,0
408,2018-En-02583,@dpm0319 So funny!!!!!!!!! #lol   #clever,joy,0.7809999999999999,0
409,2018-En-02884,@LoganPaul You share your jolly cheerful character that it makes so unique:),joy,0.688,0
410,2018-En-03159,"Bertolacci will join Genoa on a dry loan with no option to buy, done deal- Sky....At last he's gone #rejoice",joy,0.516,0
411,2018-En-02635,@CommsRuss @LuHeron Sooooo needed to be on that call! #adorable #needyaunty #pupster,joy,0.578,0
412,2018-En-00677,"@AWilliamson54 dude, you're killing it on KSR #hilarious #AradioNatural",joy,0.547,0
413,2018-En-03234,You got me w that one @AmazonPrime ! New #theTICK trailer is #hilarity,joy,0.516,0
414,2018-En-02286,"@coutbaek i did, i cried from laughter way too much HAHAHAHAHHAHAHAHAAHGAHAHA 😅😅",joy,0.813,0
415,2018-En-01775,"Do #you #said, people never cross the 10! #serious",sadness,0.22,0
416,2018-En-00731,@YourHorrorHost &amp; @pdeblassieiii THANK YOU for the retweets. Much #appreciated!!! #horror #monsters #MonsterBrawl @Sirens_Call,fear,0.35200000000000004,0
417,2018-En-02093,@PaulCalafiore_ Absolutely ! Happy blessed Tuesday ❤️,joy,0.75,0
418,2018-En-00433,had noodles for tea\nyummmmmmy\n#yum #yummy #ddlg #abdl #chgl #noodles,joy,0.6559999999999999,0
419,2018-En-04321,@PrisonPlanet @DonaldJTrumpJr I read they pissed in Trump's bed 😀,anger,0.28800000000000003,0
420,2018-En-03447,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,fear,0.259,0
421,2018-En-00202,"Chanyeol always cheering, he'll claps loudly and very happy when talks about something funny",joy,0.6940000000000001,0
422,2018-En-03598,Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing ,fear,0.22,0
423,2018-En-01086,AHHHHHHHHHHHH #dread OMFG! It's so good...@JoinTeamAlpha @Hydra_Lord @executivegoth @matthewmercer @enthusiamy @vorpahlsword @satinephoenix,fear,0.38299999999999995,0
424,2018-En-04153,I don't know how much longer I can play stupid 😒😔 #heartbroken #stupid #sadness,sadness,0.9229999999999999,1
425,2018-En-00407,madly in love with the love of @ActionBronson for food. &lt;3  &lt;3  &lt;3  #fuckthatis,joy,0.563,0
426,2018-En-02973,I want a friendship group like in Friends 😧,anger,0.22699999999999998,0
427,2018-En-01220,Stranger Things S2 25secs teaser! #excited 😲,joy,0.625,0
428,2018-En-02734,@Benmorris04 happy birthday big man 👀😂⚽️,joy,0.6609999999999999,0
429,2018-En-03144,I'm so in love with that smile of yours🖤.,joy,0.813,0
430,2018-En-02825,Smile because you have the promise of tomorrow and the next day and the next day ..endless possibilities ! #focus #live #happiness,joy,0.758,0
431,2018-En-03343,My soon to be ex wife needs to learn to chill out &amp; smile ,fear,0.22,0
432,2018-En-01753,"There's no one right way to live life but: be kind, be genuine, be honest, be open. #Love yourself &amp; #laugh often. #Mindfulness @HealingMB",joy,0.6940000000000001,0
433,2018-En-02914,@Jo_Caulfield Great GIF! #joyful,joy,0.7190000000000001,0
434,2018-En-00039,"@mandzvester 😂😂😂\nThats why I work on my own, to many miserable fok around 😂\nAfternoon Smiley😃x",sadness,0.268,0
435,2018-En-04203,@matthewpouliot Wow-he had sooo much talent. #glad he is still playing,joy,0.578,0
436,2018-En-02005,When @Jaclynhill and @JeffreeStar  snap chats get you through the day w/ their words of inspiration #blessed ❤️💕,joy,0.7659999999999999,0
437,2018-En-04179,@TheOpen @RoyalBirkdale_ I'll be there with @Jimbo_7 cheering on @MattFitz94 on Friday - can't wait!,joy,0.594,0
438,2018-En-00892,Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask,joy,0.703,0
439,2018-En-03782,Best day of my life where my 19 year old bestie scared away a 22 year old thug #amazing #inspiring #mongay,joy,0.879,0
440,2018-En-03581,Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor,fear,0.321,0
441,2018-En-03973,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,anger,0.266,0
442,2018-En-03201,@DoubleEph Happy man. ,joy,0.6409999999999999,0
443,2018-En-03263,@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,anger,0.25,0
444,2018-En-02289,This is the day that the lord has made I will rejoice and BE GLAD IN IT! 🙌🏿🌟 #blessed #favored #loved #,joy,0.813,0
445,2018-En-03445,@TheSocialCTV was a guest at your show today .. Just wanted to say what an enjoyable experience from arriving to leaving #smiling,joy,0.703,0
446,2018-En-04362,@Originalmalik2K @youFamousEnough @AnthonyMuraco Gg bro shouldn't have lost but it's cool,fear,0.271,0
447,2018-En-01457,"@nytimes @pattonoswalt I am so happy that you were able to expands your heart and find happiness again, congratulations! ❤️",joy,0.9059999999999999,0
448,2018-En-02944,i do love shack shake,sadness,0.159,0
449,2018-En-02607,@seanhannity Why are we still talking about the elections? It's like we're stuck in October 2016 but we still get older. ,fear,0.36700000000000005,0
450,2018-En-01380,@MGBarbieri @SpalkTalk And just saw your LinkedIn comment after I sent this! Thanks for the message 😀,joy,0.594,0
451,2018-En-00854,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",fear,0.267,0
452,2018-En-02270,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams,fear,0.321,0
453,2018-En-01166,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",anger,0.19699999999999998,0
454,2018-En-01166,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",sadness,0.114,0
455,2018-En-02736,@DonaldJTrumpJr This is the day you lot finally admitted it. May come back to haunt you,fear,0.375,0
456,2018-En-00713,@SpnTentation Thank you! My first solo run!  #excited #andnervous,sadness,0.289,0
457,2018-En-00924,@annarxbs @lolitsluan oh my lord I love you both with all of my heart. I feel so good and happy and you make it possible xx,joy,0.828,0
458,2018-En-01039,"@FairtradeUKNews @adamawine Wishing you a joyful day with great food, wine and company 👌",joy,0.7190000000000001,0
459,2018-En-03681,Spending the majority of the day in bed relaxing &amp; catching up on @Hollyoaks 💖  #relax,joy,0.594,0
460,2018-En-00294,"“We just have to hold on a bit longer, then we can sink this monster into the ocean.” #foodparty",sadness,0.26899999999999996,0
461,2018-En-01182,Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,sadness,0.82,1
462,2018-En-00302,Just did Yasso 800s for the first time. Kinda fun (maybe because I only did 4).  😀 Thanks @BartYasso!,joy,0.563,0
463,2018-En-01691,Welcome to our new follower @RahmanAccess Have a #wonderful Tuesday!,joy,0.551,0
464,2018-En-00817,@Walu2go @ThisisLukeOwen Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness,joy,0.677,0
465,2018-En-03573,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »",sadness,0.26899999999999996,0
466,2018-En-04333,@CaxtonSupport I'm sorry but I don't know what DM stands for. I know a PM 😂. But sadly not a DM. It won't create an account to find.,sadness,0.295,0
467,2018-En-04145,Happy birthday to one of the many founders of this fabulous company #blessed #TuesdayMotivation #begreat,joy,0.667,0
