,tweet,target
785,Have u ever felt so  u feel like u have to throw up 24/7 ????,1
786,Cream tea @NTColbyGarden #delicious,0
787,What should i do with my life...so many things that i should do but so many things i dont wanna be doing,1
788,the look of  on their face is killing me....,0
789,Edge of my seat @GameOfThrones loved it #dragonsontheWall ,0
790,Bout to break out my secret Santa gift after taking this fatass L in fantasy...   pic.twitter.com/rXmMEsoOPJ,0
791,#My #Mind is free of all aspects of #fear and #pain &amp; talk with me to produce #positive thought.\n#affirmation #thought #focus\nPlease retweet,0
792,Last red zone Sunday for a long time ,0
793,Hopelessness is the enemy of .  prevails where  persists. â€” Bryan Stevenson,0
794,I just want soccer season baaaack???­???­???­ ,0
795,Robert looks like a lesbian   ,0
796,Found out the peraon i liked wanted to that someone else #sadness,1
797,Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,1
798,Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  ,1
799,I miss her so much ???© ,0
800,"Sleep always makes the pain go away. It might not be for long, but at least it's gone. ",1
801,@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1
802,Happy birthday🎉🎉❤️😘 @courtneymcm142 I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞,0
803,ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,0
804,Yep...I have them feels right now   pic.twitter.com/BafudqfBEy,0
805,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",1
806,Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! ,0
807,When you’re so unbearably lonely that you want to die.,1
808,"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ",1
809,Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message ,0
810,@MPSNutrition Welcome to #MPSVT! We are delighted to have you! #grateful #MPSVT #relationships,0
811,"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",0
812,I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ???¤???£   #,0
813," the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying ",0
814,@Retale It would be #awesomeness to win this for my 2 girls.,0
815,"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time.",1
816,So upset about not being able to pay for tickets myself :( really want to see the lion king again!!!!! ,0
817,Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1
818,All these David Brooks sandwich tweets are much-needed comic relief. #hilarious #sopressatta,0
819,Operation hang out at the Cleveland airport today.,0
820,"Love you all tonight. If the holiday makes u feel  or lonely & u need someone to talk to, tweet me. I'll open my inbox for you. <3",0
821,@TarekFatah Wishing you well sir... you are an extremely straightforward and jovial person...,0
822,if anybody wants to talk im here,0
823,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",0
824,@RealRobFowler @BatTheMusical Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇,0
825,"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!  ",0
826,@ntyrbbygrl U make my heart flutter,0
827,I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1
828,If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1
829,How is it that a  and  person can plan better for life than the people who wanna live?!,0
830,@ArriFaun This was such a great way to start the day lmao 🤣😂,0
831,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,1
832,Life can be so lonely sometimes.,1
833,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1
834,Well i guess no clockwork for me ????,1
835,I need to work on being a stronger person emotionally ,1
836,Well  couldn't really have done much more to spoil Christmas. Pointless beating City if we throw it away against Saints.,0
837,When monty and I read a list of all the great people we lost this year   ,0
838,Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ ,1
839," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
840,"when you care about someone and trying to help them, just hope they listen and keep positive thoughts. When they’re in “depressed”  wish I can help her. Talk with her make her smile",0
841,It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,0
842,"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1
843,No Sawamura dose since last week. ,0
844,I’ve done enough today time 2 he,0
845,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1
846,Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427,0
847,My album of the year was   - few artists have managed to convey the modern world's horrors so beautifully. Bold move.,0
848,You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( ,0
849,Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute,0
850,"So, that new  movie was a real hoot ??’€???³  ",0
851,"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",1
852,"Not the  I know or grew up in. This is, the brutal reality of honest people & honest officials in state.   pic.twitter.com/eZmQpzAOBr",0
853,Spend your day creating #smiles today!,0
854,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask,0
855,RT findrealhealth Using  to manage  or ? Learn the side effects  … pic.twitter.com/nGJndXHvlm,0
856,149    ????????????????????????  ??????????????????????????????????w  ?????????????????????.......   ??????????????????????????????????????????????????????  ????????????????????????????????????  ?????????????????????????  ??????????????????????????????????????????????????????????????????????????????   ???????????????????????????  pic.twitter.com/Q2vTLYkGYm,0
857,"I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago, I feel stupid, ",0
858,"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3",0
859,i just need for someone to rub my head tonight ...,1
860,When you ask for a triple chocolate melt down and the waiter tells you no...  ,0
861,Wish I was in Las Vegas for New Years Eve! Alesso and Ingrosso are bringing the New Year in! Would love to see that!! ,0
862,Its nice to stay in a small city from time to time  #starrynight,0
863,Really wish the gym wasnt closed tomorrow ... ,1
864,Have you ever danced till you fainted! It has a great feeling especially when you feel depressed ,0
865,Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1
866,Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,0
867,"please, more comments from #tweeters that don't look at charts! #adorable $snap",0
868,"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it",0
869,Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. ,0
870,Creating this account because I’m  lol.,0
871,"When you text your mom ""there's something wrong with me"" and she don't answer :) ",0
872,I just wanna lay up with bae rn ,0
873,@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,0
874,It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0
875,It always hurts to be the one who cared more ??,1
876,129   ????????????????????????????????????   ????????????????????????????????????????????????....... ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????????.......   ?????????????????????????.......,0
877,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1
878,'I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,0
879,huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku,0
880,Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,0
881,Is today YOUR day?  to choose happiness + success over  + failure  pic.twitter.com/jp1pghgs8H,0
882,Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1
883,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1
884,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1
885,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1
886,Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts,0
887,Hopeless Zone Where Privileged Americans Level 04 Are Not Progressing ...   pic.twitter.com/tPhsJPCDdf,0
888,Bout to cry 😭 I just wanna sleep I hate this job 😩,1
889,@Jesus_Luvs_Us Hello Jillian &amp; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday! 😀,0
890,"Hell's teeth, this day just gets better. No Her earlier; dragged into the office; assumed she was already there. She's not. ",0
891,"Christmas means ""Love Actually"" for me.    ??¥ƒ??’”???­",0
892,@umainoo if you had a bad day cheer up lov!!! ♡♡,0
893,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,0
894,Roses are pine green buttercups are aliceblue sugar is sweet and so on,0
895,Why didn't I book today and tomorrow off??!!!! ,0
896,Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,0
897,This is why our services are so important   pic.twitter.com/4m1znv2l7T,0
898,@AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling 😊,0
899, and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old!,0
900,"So today, the love of my life moved in with me 😍😉😘 #happy #excited",0
901,@ZELO96 That's right! Keep laughing and always smile 🙂🙃😉\nNow wat the heck was deleted I just woke up 😉😏,0
902,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,0
903,When the male elves on lord of the rings have better hair than you... ,0
904,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
905,@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 😃,0
906,How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!,0
907,If you are struggling with   this festive season. We are open 24/7 to offer . Call 0800 132 737. pw,0
908,every time i think abt hobi crying i start crying,1
909,My hittas a shake the spot if I point my finger,0
910,"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",1
911,Leaving in 2 days    ??’”??’”???­???­???­???­???­???­???­???­???­???­,0
912,@DebraHorrocks @Fash_Rev have some shocking stats #fashionrevolution,0
913,The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1
914,Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1
915,Why can't the voices in my head shut up?!  ,1
916,@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),0
917,"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1
918, is more harmful than you may think!  pic.twitter.com/LBHOUTajtK,0
919,"Watching the Victoria secret fashion show was an error, never want to eat again  ",0
920,@spreecoza Wish Spree could stock up on more shoes in the bigger size range! Always miss the promotions!,0
921,Might as well just sleep  ???¥,1
922,They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1
923,Think ill have a nap - need it after that game,0
924,"being an entrepreneur at 18 is a real blessing 🙏🏼 the flexibility, doing what you love, and being the one in charge is #great #blessed",0
925,Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX,0
926,Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1
927,i finished parks & rec twice now  :( ,0
928,Nothing better than a clear head #smiles all round,0
929,The new Era f Justice *2night I'm calling n all prayer intercessors&warriors 2pray against tht strong spirit f  fr the Election,0
930,@cpwomensopen @BrookeHenderson @CHEOhospital @OttawaHuntClub #Priceless  love those #smiles,0
931,@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness,0
932,"once again, good afternoon to the uk charts only the us charts could take some notes from us 😊",0
933,Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,0
934,I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂,0
935,Tonight ended exactly how I didn't want it to,1
936,When you wished you never woke  ,1
937,"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??",0
938,What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 👰😆🚘💞,0
939,"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",0
940,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1
941,@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,0
942,Not a new thing Am use to it  â€” feeling lonely,1
943,New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,0
944,You are not and never will be ALONE. We are all deeply interconnected.,0
945,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",0
946,125   ?????????????????   ?????????????????????ww   ????????????????????????w??????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????ww   ?????????????????????????.......    ????????????????????   ??????????????????????????????????????????????w  pic.twitter.com/4EQO8kFgbo,0
947,"It’s a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com/fUuOChsdyf",0
948,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1
949,"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1
950,@rachcolours But smiling 😄☔️,0
951,madly in love with the love of @ActionBronson for food. &lt;3  &lt;3  &lt;3  #fuckthatis,0
952,'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,0
953,Some people make your laugh a little louder. Your smile a little brighter. and your life a little better,0
954,I'm starting to lose faith in me getting better..,1
955,"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",0
956,happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,0
957,I don't know why but I'm suddenly very  ????,1
958,why would someone write a movie like The Fault in Our Stars? :'( ,0
959,"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!",0
960,"When teens feel down, there are ways they can cope with these feelings to avoid serious , such as make new friends or social connections and participate in sports or school activities. Call Focus & Balance at 210-858-9980 to learn more and see how we can help.  pic.twitter.com/ydrYcTBD2r",0
961,"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M",0
962,@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,0
963,I'm gonna die because of my fucking finals,0
964,Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,0
965,"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",1
966,There is a  in this world that you can see it in the movement of the hands of a clock Bukowski  pic.twitter.com/SMPkHU3twN,0
967,Grind smarter.  #Hustle #Grind,0
968,". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",0
969,Wish there was more to my life??‘½   ,1
970,Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning,0
971,Crying so much…I fuck up… he's just reading my messages…,1
972,Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,0
973,Very happy to see anohni make the very nice  nominated list! That's where I'm putting my vote... ,0
974,"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1
975,So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1
976, exists in places places of lawlessness or dysfunctional governing management,0
977,"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1
978,@SkyNews @CNN @cnnbrk watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,0
979,I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0
980,How can i impress my crush if i always start acting weird when she talks to me or near me,0
981,I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1
982,My daily actions are congruent with my big goals.  I feel incredible about myself. #goals #success #justdoit #happy #enjoy #life,0
983,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1
984,I really don't know what I'm going to do about Christmas.,0
985,147  ??????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????????   ?????????????????????????.......,0
986,and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,0
987,"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",0
988,All I want for Christmas is my daughters to come home ?? is that to much,1
989,@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  ♥♥♥♥♥,0
990,108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft,0
991,Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C,0
992,"@helen_bywater @SDWorxUKI @TonynJo9091 Congratulations Jo, that's fantastic #30Years #inspiring",0
993,I just want my space and my life ????   ,1
994,We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you,0
995,"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1
996,"Chanyeol always cheering, he'll claps loudly and very happy when talks about something funny",0
997,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,0
998,@instaafp are we in for Lemar even though wenger was very coy about him in his press conference,0
999,Loading my pipe and smoking this depression away,1
1000,Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,0
1001,"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",0
1002,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1
1003,' A good laugh and a long sleep are the two best cures.' — Irish Proverb #laughter #sleep #happiness,0
1004,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0
1005,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",0
1006,"@mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire",0
1007,Wanted a sweater but promised I wouldn't buy one for the rest of this month ,0
1008,@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #Whatsupwiththat #nike #adidas #?? ,0
1009,Tooth aches are the worst ??,0
1010,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1
1011,@D_Oliver10 oh I'm regretting it now ,0
1012,"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!""",0
1013,Can't wait to be rid of 2014   ,1
1014,Don't be discouraged.,0
1015,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1
1016,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1
1017,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,0
1018,I feel I shud not b here   pic.twitter.com/U4K4guKRus,1
1019,How did I become a virus? Awareness listening the great music by  ,0
1020,"How can someone be happy at xmas, when you can't be with the ones you love?   ",1
1021,"@hugaarondingle God, the way he said that line... 😭 💔 #amazing #loveDannyBMiller #robron",0
1022,@missmarilynx Hahaha @BigScottGibson almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭,0
1023,I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1
1024,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1
1025,Headaches suck after crying so much…but he finally texted me????…,1
1026,"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â€¦",0
1027,It is a bit depressing but I cannot wait to explore the rest of the album    pic.twitter.com/U953QJhTfU,0
1028,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
1029,Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,0
1030,Were starting an @insecurehbo club at my job. Every Monday we must be caught up on required watching. @opjumpstartlb @IssaRae ,0
1031,"This  album is beautiful but lyrically creepy, in a good way. ",0
1032,"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1
1033,Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? ,0
1034,I want a whole show of @chrislhayes just reading emojis. #adorable #inners,0
1035,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0
1036,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",0
1037,"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",0
1038,Never tell a blonde that her hair is slowly fading to brown ,0
1039,"@CamilaLolie97 @Camila_Cabello I'm from Greece, but I'll travel anywhere arround Europe the next time she comes, just to meet her. 😊",0
1040,Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1
1041,Lately - nothing has been going right . ,1
1042,"@tays5h happy birthday baby, i wish you happiness in liiiiife☁💙✨",0
1043,When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo,0
1044,So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1
1045,I am seriously considering takeing a day off just to stream all day really need to 😂 #😂 #streaming #take #the #day #off,0
1046,It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,1
1047,Cant believe theres less then a week to school! ,0
1048,@bbcbristolsport so proud of City...2 Bristol boys scoring and a great performance...where's the cider  #OTIB,0
1049,All the proud parents on fb about their kids school report and am shitting myself for Graces arriving 😂😂😂  #troublemaker,0
1050,nobody knows it’s my birthday am so depressed,0
1051,"Hon. Miss Dashwood, whose manners very pretty face, she offended you have done before.",0
1052,My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ????,0
1053,Feeling like a worthless piece of trash ????,1
1054,Christmas just ain't what it used to be.,1
1055,@Tayylittle Mmm..is there any other way to start the day? ☕️ #yummy,0
1056,"For the first time in quite a while, I don't think I've even seen enough movies to make kshock's top 10 films of the year.  ???“",0
1057,139   ???????????????????????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ??????????????????????????????   ????????????????????????   ??????????????????????????????????????   ???????????????????????????????????????????  ????????????????????????,0
1058,Tonight's episode of #GameOfThrones is just epic went through so many emotions watching it #dragonwhitewalker #flippinheck #brilliant,0
1059,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
1060,1. Burning Desire: You must be in love with your goal. #thinkandgrowrich #health #money #happiness #love,0
1061,"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1
1062,No one can provoke you. No one can make you happy or unhappy. You are the one in control.,0
1063,wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,1
1064,Is you're  you might have a problem with someone close to you.,0
1065,You guys like my mask? I call it a 'smile' 🙂 #INFJproblems #INFJ #adulting #workingthroughthepain #life #love #joy #mask #smile,0
1066,Some thoughts on  about a month into my latest episode ????  pic.twitter.com/P6I7bMMBFc,0
1067,"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",0
1068,So I’m trying to help myself. To understand my depression. I’m reading a book named The Chimp Paradox. Amazing book but I’ve a lot of therapy to do ?? Brain training. I’ll get happy.,1
1069,146    ?????????????????????????????????????????????????????????  ????????????????????????????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????? ???????????????????????????????????   ????????????????????????????????????????????.......,0
1070,"I can't get through this without pain and suffering. And I'll just keep on talking, trying to make my way through every day. I love you Debbie. ",1
1071,"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you.",1
1072,I'm like 80% with college bull shit ,0
1073,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0
1074,@Hayles_101 Delaney keeping up his awesome Manchester United transfer record...\n\n😂,0
1075,Be strong. Stay positive. Make them wonder how you're still smiling.,0
1076,@DoubleEph Happy man. ,0
1077,Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1
1078,Happy bday @Dineo_Jazzz . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,0
1079,"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 💖",0
1080,Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2,0
1081,@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,0
1082,Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness,0
1083,"Is it a crime to have few friends, to be sensitive to overwhelming problems and injustice in the world? Hope no.  ",0
1084,Ive no one to talk to at this hour.  ,1
1085,OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon!,0
1086,"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f",0
1087,Sometimes I understand why Kurt Cobain blew his head off...,0
1088,One day everything will end. It is inevitable but for the love of god why did it have to be my quesarito from taco bell ,0
1089,@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still ,0
1090,I guess my vacation is over... Back to work I go.  ????,0
1091,It seems that a lonely future is waiting for me! Giver said he had a wife but it's forbidden to talk about our job.    pic.twitter.com/RcJGUdSs9K,0
1092,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0
1093,"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1
1094,I really did not give Notre Dame a chance in this game.  ,0
1095,It appears that my bffs  &  decided to stop by today making it impossible to leave the house. ,0
1096,Deserve the world and if you feel like nobody cares or wants you here I do I love you and I care and I want you here don’t let this people tell you that your not worth it because you are your worth everything,0
1097,"fallen for the temptation that is @alwayssunny, brilliant show! #hilarious",0
1098,???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX,0
1099,A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),0
1100,Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! 😂 #crying 🤣🤣 #chateaubriand @MorningAnswerLA,0
1101,"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",0
1102,"Went to  earlier today, didn't feel like buying anything ???©. ",0
1103,"""We live as we dream - alone"" (Joseph Conrad)  ",0
1104,@Ithika Loving it! 😂,0
1105,   it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3,0
1106,(y'all) #snap,0
