,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
401,1.16186E+18,1.16186E+18,8/15/2019,chris_gilpin03,Not felling the best right now... Life and anxiety is getting the best of me??,"['#depressed', '#depression']",Not felling the best right now... Life and anxiety is getting the best of me?? #depressed #depression,1
411,1.16182E+18,1.16182E+18,8/15/2019,3decendants,I hate having/being crushes/in love ugh,"['#crush', '#love', '#depressed']",I hate having/being crushes/in love ugh #crush #love #depressed,1
412,1.16182E+18,1.16182E+18,8/15/2019,midnightthinki4,I'm gonna see you one last time,"['#life_happens', '#depressed', '#him']",I'm gonna see you one last time #life_happens #depressed #him,1
414,1.16181E+18,1.16181E+18,8/15/2019,cannonfyre12," good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!","['#ptsdchat', '#depressed']","#PTSDChat good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm #depressed but trudging through its muddy presence with all my might!",0
416,1.16181E+18,1.16181E+18,8/15/2019,lt_realmcreator,Before pictures of the Fortress of Solitude because I have been so   pic.twitter.com/kejJRCyF9L,['#depressed'],Before pictures of the Fortress of Solitude because I have been so #depressed  pic.twitter.com/kejJRCyF9L,0
418,1.1618E+18,1.1618E+18,8/15/2019,mayce_tipton,"Asked our girls how they would react if their best friend didn’t invite them to their birthday party.... one of them said “ don’t hit me up, only real ones know what’s up”.",['#depressed'],"Asked our girls how they would react if their best friend didn’t invite them to their birthday party.... one of them said “#depressed don’t hit me up, only real ones know what’s up”.",0
419,1.16179E+18,1.16179E+18,8/15/2019,tired_and_sore,"Whenever I see old people at the  I always get so . Like, apparently I have to do this forever.  ","['#gym', '#depressed', '#adulting']","Whenever I see old people at the #gym I always get so #depressed. Like, apparently I have to do this forever.  #adulting",0
426,1.16178E+18,1.16178E+18,8/14/2019,sadlittlebetch,Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay.,"['#confession', '#depression', '#depressed']",Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay. #confession #depression #depressed,1
431,1.16177E+18,1.16177E+18,8/14/2019,ibbynoor1,Why are people on twitter so depressing...,['#depressed'],Why are people on twitter so depressing... #depressed,0
433,1.16176E+18,1.16176E+18,8/14/2019,zachyork97,Of course Raj has twisted tea bags after I graduate..... I never got to throw my Boston tea party,['#depressed'],Of course Raj has twisted tea bags after I graduate..... I never got to throw my Boston tea party #depressed,0
434,1.16176E+18,1.16176E+18,8/14/2019,bipolartweets,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ","['#recoveryposse', '#depressed', '#bipolar']","Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence #recoveryposse #depressed #bipolar",1
438,1.16175E+18,1.16175E+18,8/14/2019,baby_mari3,"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",['#depressed'],"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  #depressed",1
439,1.16174E+18,1.16174E+18,8/14/2019,lexi1367,"For anyone having a bad day, I love you. It doesn’t matter if anyone else out there does, know that I do. So next time you see yourself in the mirror, smile.  ","['#depressed', '#encouragement']","For anyone having a bad day, I love you. It doesn’t matter if anyone else out there does, know that I do. So next time you see yourself in the mirror, smile. #depressed #ENCOURAGEMENT",0
443,1.16173E+18,1.16173E+18,8/14/2019,tmummyof2,Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,"['#pnd', '#depressed']",Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote #pnd #depressed,1
444,1.16173E+18,1.16173E+18,8/14/2019,kacie_leachman,Just finished Schitt’s Creek and didn’t even know it,['#depressed'],Just finished Schitt’s Creek and didn’t even know it #depressed,0
449,1.16173E+18,1.16173E+18,8/14/2019,sadbread420,do my tweets exist out of my profile cuz i dont think they do no one finds them,"['#sad', '#depressed', '#help']",do my tweets exist out of my profile cuz i dont think they do no one finds them #sad #depressed #help,0
451,1.16172E+18,1.16172E+18,8/14/2019,happymrsrory2,Microplush blankets are the  of  people.  pic.twitter.com/rb53cZSTXP,"['#zengardens', '#depressed']",Microplush blankets are the #zengardens of #depressed people.  pic.twitter.com/rb53cZSTXP,0
452,1.16172E+18,1.16172E+18,8/14/2019,dannythe1_,At this point I’m just workin to die.,['#depressed'],At this point I’m just workin to die. #depressed,1
456,1.16169E+18,1.16169E+18,8/14/2019,jeffmaina,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",['#depressed'],"After diagnosis the following day, I was in total denial. How could I be #Depressed? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",1
460,1.16168E+18,1.16168E+18,8/14/2019,tarotcraft2,"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ??  pic.twitter.com/oNm1tNFjVW",['#depressed'],"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ?? Vets 2mr for check up & bloods  #depressed??  pic.twitter.com/oNm1tNFjVW",0
462,1.16167E+18,1.16167E+18,8/14/2019,xena_krystan,"I feel like a mess. God, help me fix myself.                                                                   ","['#depression', '#depressed']","I feel like a mess. God, help me fix myself.                                                                  #depression #depressed",1
475,1.16165E+18,1.16165E+18,8/14/2019,123wits,My nephew just told me I can't have a cookie. .,['#depressed'],My nephew just told me I can't have a cookie. #depressed.,0
485,1.16163E+18,1.16163E+18,8/14/2019,lowerdepression,"When you're  you don't control your thoughts, your thoughts control you.",['#depressed'],"When you're #depressed you don't control your thoughts, your thoughts control you.",0
486,1.16163E+18,1.16163E+18,8/14/2019,teaaholik,I just want to watch One Punch Man and not get out of bed.,"['#anime', '#depressed']",I just want to watch One Punch Man and not get out of bed. #anime #depressed,1
494,1.16162E+18,1.16162E+18,8/14/2019,taliajager,What sucks is when you’re talking to someone and start feeling good about yourself and then they stop talking. You’re left wondering what you said wrong.,"['#depressed', '#friends', '#selfesteem']",What sucks is when you’re talking to someone and start feeling good about yourself and then they stop talking. You’re left wondering what you said wrong. #depressed #friends #selfesteem,1
503,1.1616E+18,1.1616E+18,8/14/2019,jb95015,I never thought I'd see my life represented as an emoji     pic.twitter.com/GkCLHHZ1sT,"['#depression', '#depressed']",I never thought I'd see my life represented as an emoji  #depression #depressed  pic.twitter.com/GkCLHHZ1sT,0
510,1.16158E+18,1.16158E+18,8/14/2019,danpitt33,"Rain, the cold, wind and the first ripe cookers of the year. Autumn’s coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef",['#depressed'],"Rain, the cold, wind and the first ripe cookers of the year. Autumn’s coming early to South Buckinghamshire....#depressed  pic.twitter.com/OvflB8Foef",0
515,1.16157E+18,1.16157E+18,8/14/2019,t_r_i_x_i_e__k,If this shit ain't making me famous soon... Igc .... Or something   If anyone feel petty for me.. Then PLEASE HELP ME! ?? I just wanna be loved and appreciated!   And igc = I'm gonna cry..  And not I'm going crazy. If anyone asks.,['#depressed'],If this shit ain't making me famous soon... Igc .... Or something   If anyone feel petty for me.. Then PLEASE HELP ME! ?? I just wanna be loved and appreciated!   And igc = I'm gonna cry..  And not I'm going crazy. If anyone asks. #depressed,0
520,1.16155E+18,1.16155E+18,8/14/2019,thisismyfakelol,Creating this account because I’m  lol.,['#depressed'],Creating this account because I’m #depressed lol.,0
525,1.16152E+18,1.16152E+18,8/14/2019,simplyjoe2090,"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",['#depressed'],"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. #depressed",1
536,1.16149E+18,1.16149E+18,8/14/2019,artgon93,How can someone who truly believes that there’s absolutely no reason for them being here have the strength to keep living?,['#depressed'],How can someone who truly believes that there’s absolutely no reason for them being here have the strength to keep living? #depressed,1
540,1.16148E+18,1.16148E+18,8/14/2019,heyhihelloedith,This last year has been the most mentally/emotionally draining and exhausting year ever. I’m just not the same person I used to be since he left me??,"['#depressed', '#stillheartbroken', '#imtrying']",This last year has been the most mentally/emotionally draining and exhausting year ever. I’m just not the same person I used to be since he left me?? #depressed #stillheartbroken #imtrying,1
542,1.16146E+18,1.16146E+18,8/14/2019,keeeekjay,Can someone point me in the nearest meme direction? I don’t have insta and now idk where to find them,['#depressed'],Can someone point me in the nearest meme direction? I don’t have insta and now idk where to find them #depressed,0
543,1.16146E+18,1.16146E+18,8/14/2019,ceylavi,"depression is real. if you're feeling , talk to somebody. talk to me. im all ears. it helps.",['#depressed'],"depression is real. if you're feeling #depressed, talk to somebody. talk to me. im all ears. it helps.",0
544,1.16146E+18,1.16146E+18,8/14/2019,nzaxxi,Feeling unappreciated.   I feel really crappy about myself right now.,"['#down', '#depressed']",Feeling unappreciated. #down #depressed I feel really crappy about myself right now.,1
550,1.16144E+18,1.16144E+18,8/14/2019,deathspeiis,wow i’m  but i have so many good things happening in the next few months i just gotta hang in there.......,['#depressed'],wow i’m #depressed but i have so many good things happening in the next few months i just gotta hang in there.......,0
555,1.16141E+18,1.16141E+18,8/13/2019,kawyasibera,Tooth aches are the worst ??,['#depressed'],Tooth aches are the worst ?? #Depressed,0
557,1.1614E+18,1.1614E+18,8/13/2019,3decendants,That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you don't know how to talk to him and looked like a bigger idiot asking to be good friends,"['#depressed', '#sore', '#exhausted']",That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you don't know how to talk to him and looked like a bigger idiot asking to be good friends #depressed #sore #exhausted,1
565,1.16136E+18,1.16136E+18,8/13/2019,philkeyes4,This whole depression fucking sucks you can look so happy but still be so down inside your head ????????????????????????,"['#depressed', '#shitsucksdude']",This whole depression fucking sucks you can look so happy but still be so down inside your head ???????????????????????? #depressed #shitsucksdude,1
570,1.16134E+18,1.16134E+18,8/13/2019,vaporaccessshop,900 mAh Laconic Style Vape Kit  pic.twitter.com/WDCJREnfhw,"['#stoner', '#instahookah', '#depressed']",#stoner #instahookah #depressed 900 mAh Laconic Style Vape Kit  pic.twitter.com/WDCJREnfhw,0
575,1.16132E+18,1.16132E+18,8/13/2019,neustadtersarah,"i find it really interesting how  shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women, you usually see the more “classic” symptoms like crying,  mood, difficulty getting out of bed, etc.  pic.twitter.com/C6Hi8MOkKB","['#depression', '#depressed']","i find it really interesting how #depression shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women, you usually see the more “classic” symptoms like crying, #depressed mood, difficulty getting out of bed, etc.  pic.twitter.com/C6Hi8MOkKB",0
577,1.16132E+18,1.16132E+18,8/13/2019,hopelessthot,i miss being 13 because now im 17 and,['#depressed'],i miss being 13 because now im 17 and #depressed,1
578,1.16131E+18,1.16131E+18,8/13/2019,rafijkhan,Even 'Pandar Molom' Is More Successful Than Me...,['#depressed'],Even 'Pandar Molom' Is More Successful Than Me...  #Depressed,0
580,1.16131E+18,1.16131E+18,8/13/2019,christina_lcsw,Today I decided to admit to myself that through all that I’ve been going through this year I’m happy ....,['#depressed'],Today I decided to admit to myself that through all that I’ve been going through this year I’m #depressed ....,1
600,1.16127E+18,1.16127E+18,8/13/2019,noranath59,"I just need 2 more things to do... But, why is it so hard? ???? ",['#depressed'],"I just need 2 more things to do... But, why is it so hard? ???? #depressed",0
604,1.16126E+18,1.16126E+18,8/13/2019,runawaygirl248,"Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??","['#lowmood', '#depressed']","Waste of time at the GPs this morning regarding #lowmood and #depressed feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",1
608,1.16125E+18,1.16125E+18,8/13/2019,skyazrael,Happy belated birthday koy   pic.twitter.com/YyTNdO2TcX,['#depressed'],Happy belated birthday koy #depressed  pic.twitter.com/YyTNdO2TcX,0
614,1.16123E+18,1.16123E+18,8/13/2019,trendingmemes4,"H've you ever  tweeted a tweet liKE    (etc,etc).......????  People will likes them tooo.... So don't show your sadness in social media.....!!! Be StrOng......","['#feelingsad', '#depressed']","H've you ever  tweeted a tweet liKE #feelingsad #depressed  (etc,etc).......????  People will likes them tooo.... So don't show your sadness in social media.....!!! Be StrOng......",0
622,1.16121E+18,1.16121E+18,8/13/2019,chellie0303,Crying with a loud music so no one could hear me,['#depressed'],Crying with a loud music so no one could hear me #depressed,1
627,1.16119E+18,1.16119E+18,8/13/2019,nobodys78088410,Honestly can’t trust anyone at this point. ????,"['#lifeishard', '#depressed']",Honestly can’t trust anyone at this point. ????#LifeisHard #depressed,1
628,1.16118E+18,1.16118E+18,8/13/2019,broken49997437,My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted,"['#suicide', '#depressed']",My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted #suicide #depressed,1
633,1.16116E+18,1.16116E+18,8/13/2019,celiamchavez,I feel like I don’t have a purpose in life.,"['#depressed', '#feelinglost']",I feel like I don’t have a purpose in life. #depressed #feelinglost,1
636,1.16115E+18,1.16115E+18,8/13/2019,sthlmfag,how do people cry happy tears? i guess i’ve never really been truly happy?,['#depressed'],how do people cry happy tears? i guess i’ve never really been truly happy? #depressed,1
640,1.16113E+18,1.16113E+18,8/13/2019,kerynnicolee,"Less than two weeks until summer 2019 is officially over, I am ",['#depressed'],"Less than two weeks until summer 2019 is officially over, I am #depressed",0
644,1.16111E+18,1.16111E+18,8/13/2019,blitzfn15,"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??  ","['#depressed', '#sad']","I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ?? #depressed #sad",1
652,1.16109E+18,1.16109E+18,8/13/2019,betruetomylover,Idk how I’m gonna be able to go to lover I have to buy tickets with my own money and I’m literally broke,['#depressed'],Idk how I’m gonna be able to go to lover I have to buy tickets with my own money and I’m literally broke #depressed,1
664,1.16105E+18,1.16105E+18,8/12/2019,dumbwhxre1,hi i cant get out of bed because im,['#depressed'],hi i cant get out of bed because im #depressed,1
668,1.16104E+18,1.16104E+18,8/12/2019,cooke1711,Really miss family days out   pic.twitter.com/J6Y3PbdCu7,['#depressed'],Really miss family days out #depressed  pic.twitter.com/J6Y3PbdCu7,1
670,1.16103E+18,1.16103E+18,8/12/2019,lilcookimonster,"Gazing in wonder at what may be, my last wine club shipment.  ","['#movingwoes', '#depressed']","Gazing in wonder at what may be, my last wine club shipment. #MovingWoes #Depressed",0
675,1.16101E+18,1.16101E+18,8/12/2019,vaporaccessshop,Geometric Design 80W Vape Kit  pic.twitter.com/qTuOiX6PO9,"['#stoner', '#instahookah', '#depressed']",#stoner #instahookah #depressed Geometric Design 80W Vape Kit  pic.twitter.com/qTuOiX6PO9,0
691,1.16099E+18,1.16099E+18,8/12/2019,godforgotme777,"Some of these ,   quotes are just cringe","['#sadquotes', '#depressed', '#fucklove']","Some of these #sadquotes,#depressed #fucklove  quotes are just cringe",0
692,1.16098E+18,1.16098E+18,8/12/2019,tfogleman91,I hate a tease!! First you get my hopes up and then you act like it’s all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live,"['#xbox', '#depressed', '#hopefull']",I hate a tease!! First you get my hopes up and then you act like it’s all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live #xbox #depressed #hopefull,0
695,1.16098E+18,1.16098E+18,8/12/2019,ayachorfi,I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over.,['#depressed'],I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over. #depressed,1
698,1.16096E+18,1.16096E+18,8/12/2019,wildfoxtherapy,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/CIMOnc0ocM","['#depressed', '#anxious']","I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're #depressed or #anxious. Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/CIMOnc0ocM",0
704,1.16095E+18,1.16095E+18,8/12/2019,illson018,So much for riding September October. Minimum November so let's just say done for the year??,['#depressed'],So much for riding September October. Minimum November so let's just say done for the year??#depressed,0
706,1.16094E+18,1.16094E+18,8/12/2019,lil_hamilton_,Or when you are  and you're all like I know all my demons we chat all the time.  pic.twitter.com/YadUUZhU6E,['#depressed'],Or when you are #depressed and you're all like I know all my demons we chat all the time.  pic.twitter.com/YadUUZhU6E,0
715,1.16092E+18,1.16092E+18,8/12/2019,rolo_moneybags,This song on repeat all day    pic.twitter.com/b6lMpVGyPz,"['#ireallymissyou', '#depressed']",This song on repeat all day #Ireallymissyou #depressed  pic.twitter.com/b6lMpVGyPz,0
717,1.16091E+18,1.16091E+18,8/12/2019,akasoyip,I will choose to leave than to live..,"['#depressed', '#hatetowait', '#life']",I will choose to leave than to live.. #depressed #hatetowait #life,1
719,1.16091E+18,1.16091E+18,8/12/2019,outhereonmyown3,I always have a reason to be upset and,['#depressed'],I always have a reason to be upset and #depressed,1
725,1.16089E+18,1.16089E+18,8/12/2019,queenalexi16,"   I do not know anymore who I am in life because of my parents . I don’t know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing.","['#depressed', '#sad']","#depressed #sad  I do not know anymore who I am in life because of my parents . I don’t know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing.",1
732,1.16087E+18,1.16087E+18,8/12/2019,lowerdepression,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major .","['#depressed', '#depressiveepisode']","Dysthymia is a state of chronic #depressed mood, the symptoms of which do not meet the severity of a major #depressiveepisode.",0
737,1.16085E+18,1.16085E+18,8/12/2019,_kirti_is_here,some things you said kept me up all night.,"['#sad', '#depressed']",some things you said kept me up all night.  #sad #depressed,1
738,1.16085E+18,1.16085E+18,8/12/2019,lowerdepression,A  () happens when a person has at least two weeks of  mood.,"['#majordepressivedisorder', '#mdd', '#depressed']",A #MajorDepressiveDisorder (#MDD) happens when a person has at least two weeks of #depressed mood.,0
749,1.16082E+18,1.16082E+18,8/12/2019,hannahd54758180,"Silently screaming for help inside, wanting to die and wishing someone would see and help me   ","['#depressed', '#alone', '#donewithliving']","Silently screaming for help inside, wanting to die and wishing someone would see and help me #depressed #alone #donewithliving",1
751,1.16081E+18,1.16081E+18,8/12/2019,2oldest,I'm sad/depressed again & it's my fault for not changing it.,['#depressed'],I'm sad/depressed again & it's my fault for not changing it. #depressed,1
769,1.16076E+18,1.16076E+18,8/12/2019,juneyourrr,wtf bro 0 stars in my first attack in war fuck this shit man,"['#depressed', '#clashofclans', '#bummer']",wtf bro 0 stars in my first attack in war fuck this shit man #depressed #clashofclans #bummer,0
770,1.16076E+18,1.16076E+18,8/12/2019,manwellzstore,Compact Metal Leaf Grinder with Four Layers  pic.twitter.com/VTan3PBT6H,"['#stoner', '#instahookah', '#depressed']",#stoner #instahookah #depressed Compact Metal Leaf Grinder with Four Layers  pic.twitter.com/VTan3PBT6H,0
780,1.16071E+18,1.16071E+18,8/12/2019,jj6697,Feeling bummed out rn. Family is disappointing and friends are too far away. ??,['#depressed'],Feeling bummed out rn. Family is disappointing and friends are too far away. ?? #depressed,1
781,1.16071E+18,1.16071E+18,8/12/2019,lilcheeesestick,Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am,['#depressed'],Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am #depressed,0
784,1.1607E+18,1.1607E+18,8/11/2019,manwellzstore,Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427,"['#stoner', '#instahookah', '#depressed']",#stoner #instahookah #depressed Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427,0
786,1.16069E+18,1.16069E+18,8/11/2019,wilson04425121,I don’t hate white people. White people hate me. I don’t hate white women. White women have rejected me constantly. I am white myself but we really do suck,['#depressed'],I don’t hate white people. White people hate me. I don’t hate white women. White women have rejected me constantly. I am white myself but we really do suck #depressed,0
787,1.16069E+18,1.16069E+18,8/11/2019,jordan4894,Anyone want to talk? I'm feeling depressed,['#depressed'],Anyone want to talk? I'm feeling #depressed,1
790,1.16067E+18,1.16067E+18,8/11/2019,reeneestarla,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5,"['#grief', '#depressed']",I like this and thought I would share in case it helps a little #Grief #depressed  pic.twitter.com/m2alvA4RN5,0
796,1.16065E+18,1.16065E+18,8/11/2019,alequin__,I accidentally Fucked up my hair  ??????,['#depressed'],I accidentally Fu**ed up my hair #depressed ??????,0
801,1.16063E+18,1.16063E+18,8/11/2019,ghostinthenut,My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,"['#memes', '#depressed']",#Memes #depressed My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,1
803,1.16062E+18,1.16062E+18,8/11/2019,khalai__makhloq,"If I DM you , Will you reply me...?   ",['#depressed'],"If I DM you , Will you reply me...?   #Depressed",0
806,1.16061E+18,1.16061E+18,8/11/2019,nashgibsonmusic,Been super  maintaining control & not comfort eating toxifying my body; Rationally i know i'm just hormone cycling but the pain sucks so much will take a few wks for endorphins to replenish; Chanting & sleeping most of week .. Netflix & chill in bed .. repeat ..weee!  pic.twitter.com/K3maSdAzrT,"['#depressed', '#ftw']",Been super #depressed maintaining control & not comfort eating toxifying my body; Rationally i know i'm just hormone cycling but the pain sux so much will take a few wks for endorphins to replenish; Chanting & sleeping most of week .. Netflix & chill in bed .. repeat ..weee! #FTW pic.twitter.com/K3maSdAzrT,1
809,1.16061E+18,1.16061E+18,8/11/2019,__sydney_nicole,"No no no, everyone is starting to go back to school & I’m not ",['#depressed'],"No no no, everyone is starting to go back to school & I’m not #depressed",0
813,1.1606E+18,1.1606E+18,8/11/2019,size6crocs,man im really one of those bitches who says they’re broke all the time but will spend 40+ dollars on alcohol every weekend sorry Im just,['#depressed'],man im really one of those bitches who says they’re broke all the time but will spend 40+ dollars on alcohol every weekend sorry Im just #depressed,0
814,1.16059E+18,1.16059E+18,8/11/2019,lowerdepression,mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,['#depressed'],#Depressed mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,0
816,1.16059E+18,1.16059E+18,8/11/2019,boi_tortoise,Out drinking by myself self got that  feel today bois,['#depressed'],Out drinking by myself self got that #depressed feel today bois,1
823,1.16058E+18,1.16058E+18,8/11/2019,lowerdepression," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",['#depressed'],"#Depressed mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",0
837,1.16053E+18,1.16053E+18,8/11/2019,connorfgws,Feeling depressed. Need to find who i am and job wise,['#depressed'],Feeling #depressed. Need to find who i am and job wise,1
844,1.16052E+18,1.16052E+18,8/11/2019,sing_brighton,It is not a beautiful day as usual.,"['#lifeisunfair', '#depressed', '#hardtomakefriends']",It is not a beautiful day as usual. #lifeisunfair #depressed #hardtomakefriends,1
845,1.16052E+18,1.16052E+18,8/11/2019,lowerdepression,Certain medications are known to cause  mood in a significant number of patients.,['#depressed'],Certain medications are known to cause #depressed mood in a significant number of patients.,0
847,1.16051E+18,1.16051E+18,8/11/2019,mcd_photo,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?,"['#deprived', '#depressed']",Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears? #deprived #depressed,1
851,1.16048E+18,1.16048E+18,8/11/2019,wildfoxtherapy,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/zMZcKcpuJb,"['#depressed', '#positive']",Nobody chooses to be #depressed. But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose #positive thoughts instead. pic.twitter.com/zMZcKcpuJb,0
856,1.16046E+18,1.16046E+18,8/11/2019,sbfu420,"They say life's short, but I'm bored already.   ","['#depressed', '#lonerboy', '#anxiety']","They say life's short, but I'm bored already. #depressed #lonerboy #Anxiety",1
859,1.16044E+18,1.16044E+18,8/11/2019,sga_predator,I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesn’t. Maybe I’m not the one YOU want and it kills me to think that.... maybe you’re in love with someone else and not me...,"['#deepthought', '#depressed']",I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesn’t. Maybe I’m not the one YOU want and it kills me to think that.... maybe you’re in love with someone else and not me... #deepthought #depressed,1
861,1.16042E+18,1.16042E+18,8/11/2019,mildredhuang_,fuck that guy who made me feel like shit again.  ????,['#depressed'],fuck that guy who made me feel like shit again. #depressed ????,1
864,1.16041E+18,1.16041E+18,8/11/2019,victoriab_95,Chocolate cake for supper.,"['#depressed', '#depression', '#done']",Chocolate cake for supper. #depressed #depression #done,0
867,1.16041E+18,1.16041E+18,8/11/2019,ibkcreations_yt,No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ????????    pic.twitter.com/t1TP7HcFJr,"['#fml', '#depressed', '#hellisreal']",No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ???????? #FML #depressed #HellisReal pic.twitter.com/t1TP7HcFJr,1
870,1.16039E+18,1.16039E+18,8/11/2019,y2ksilver,I’m now  I will be blacking out my pfp and deactivating. Expect to see me back in 2 minutes tho cuz I’m a clout chaser.,['#depressed'],I’m now #depressed I will be blacking out my pfp and deactivating. Expect to see me back in 2 minutes tho cuz I’m a clout chaser.,0
871,1.16039E+18,1.16039E+18,8/11/2019,honeyjayn,when can I really respect and love myself more than anybody else?,"['#sad', '#depressed', '#stressed']",Hirap mapraning...when can I really respect and love myself more than anybody else? #sad #depressed #stressed,1
877,1.16038E+18,1.16038E+18,8/11/2019,litty30th,ugh i’m so unhappy and at war with myself,"['#sad', '#depressed']",ugh i’m so unhappy and at war with myself #sad #depressed,1
880,1.16037E+18,1.16037E+18,8/11/2019,kenleighsss,i have no classes with my neighbuour or my budster and we don’t even have LUNCH ??,['#depressed'],i have no classes with my neighbud or my budster and im #depressed we don’t even have LUNCH ??,0
