,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
879,6.79884E+17,6.79884E+17,12/24/2015,yrn_c91,"This time of the year is USUALLY full of excitement, not for me ",['#depressed'],"This time of the year is USUALLY full of excitement, not for me #depressed",1
886,6.79882E+17,6.79882E+17,12/24/2015,vincenthale,I'm now jealous of Georgia Southern. Welcome to my life as an FAU fan.,"['#godaddybowl', '#depressed']",I'm now jealous of Georgia Southern. Welcome to my life as an FAU fan.  #GoDaddyBowl #depressed,0
889,6.79873E+17,6.79873E+17,12/24/2015,jayyyjizzle,Didn't even congratulations on the mixtape ?????????,"['#depressed', '#depressing']",Didn't even congratulations on the mixtape ????????? #Depressed #Depressing,0
891,6.79868E+17,6.79868E+17,12/24/2015,sis_all_star,"When u have a cute outfit idea, but u got too fat and can't fit in the pants ?? ",['#depressed'],"When u have a cute outfit idea, but u got too fat and can't fit in the pants ?? #Depressed",0
893,6.79868E+17,6.79868E+17,12/24/2015,blazzinbuni,Just watched  .. Now  cause we all know  will never be THAT great! ????,"['#bajiraomastani', '#depressed', '#love']",Just watched #BajiraoMastani .. Now #depressed cause we all know #love will never be THAT great! ????,0
894,6.79866E+17,6.79866E+17,12/24/2015,starlightroad,"At least  is over 26 minutes ago, but the effects of the Twitter torture still lingers inside of me. , .","['#tributetothetroops', '#depressed', '#team3d']","At least #TributeToTheTroops is over 26 minutes ago, but the effects of the Twitter torture still lingers inside of me. #Depressed, #Team3D.",0
895,6.79865E+17,6.79865E+17,12/24/2015,imperfectself16,Feeling like a worthless piece of trash ????,['#depressed'],Feeling like a worthless piece of trash ???? #depressed,1
896,6.80E+17,6.80E+17,12/24/2015,bfdchris,So not in the mood for all this Christmas shit   #,"['#depressed', '#annoyed']",So not in the mood for all this Christmas shit #depressed #annoyed #,1
898,6.79858E+17,6.79858E+17,12/24/2015,davidsowinski,We'd be perfect together but Im to shy and you wont reach out so i guess we'll never know what could of been.,"['#shy', '#depressed']",We'd be perfect together but Im to shy and you wont reach out so i guess we'll never know what could of been. #Shy #Depressed,0
899,6.79858E+17,6.79858E+17,12/24/2015,angeliqueharr,Can't believe this Christmas is going to be a repeat of last year.,"['#depressed', '#needprayers']",#Depressed Can't believe this Christmas is going to be a repeat of last year. #NeedPrayers,1
902,6.79854E+17,6.79854E+17,12/24/2015,cjvargo5,"When your halfway finished w your drink and you think ""dam, I should've put another shot in there"" ",['#depressed'],"When your halfway finished w your drink and you think ""dam, I should've put another shot in there"" #depressed",0
904,6.79852E+17,6.79852E+17,12/24/2015,marguerite_35,"After watching Kepner and Avery lose their baby, I will forever be scared that that will happen to me.  ","['#depressed', '#andgreysobsessed']","After watching Kepner and Avery lose their baby, I will forever be scared that that will happen to me. #depressed #andgreysobsessed",0
912,6.79828E+17,6.79828E+17,12/24/2015,onlyxmaxx,All a Nigga wanna do now send time with his girl . . is that so much to ask ?? Asf,['#depressed'],All a Nigga wanna do now send time with his girl . . is that so much to ask ??#depressed Asf,0
914,6.79826E+17,6.79826E+17,12/24/2015,andreapaola_ma,when Martin stole Sonja's pizza on the MG show ep 4????????,"['#relationshipgoals', '#crying', '#depressed']",#RelationshipGoals when Martin stole Sonja's pizza on the MG show ep 4???????? #Crying #Depressed,0
921,6.79811E+17,6.79811E+17,12/23/2015,carybear1976,Not in the spirit of  . In fact,"['#christmas', '#depressed']",Not in the spirit of #Christmas . In fact #depressed,0
926,6.79799E+17,6.79799E+17,12/23/2015,cl4ptr4pohlic,When you go do that it makes me feel like I'm horrible at it I'm sorry,['#depressed'],When you go do that it makes me feel like I'm horrible at it I'm sorry #depressed,1
929,6.79793E+17,6.79793E+17,12/23/2015,alexislorene14,not to happy about this weather ..,['#depressed'],not to happy about this weather .. #depressed,0
931,6.79786E+17,6.79786E+17,12/23/2015,annamarie_panda,"My littlest brother is leaving for  tonight. Only like 1-2hours left with him.???????Happy for him,  he is moving.","['#florida', '#depressed']","My littlest brother is leaving for #Florida tonight. Only like 1-2hours left with him.???????Happy for him, #depressed he is moving.",0
936,6.79772E+17,6.79772E+17,12/23/2015,jthemockingjay,Man it's terrible when your  an got a lot of problems more then you can say.,['#depressed'],Man it's terrible when your #depressed an got a lot of problems more then you can say.,1
947,6.79744E+17,6.79744E+17,12/23/2015,ineha8,One of the saddest day of this year for me ??    ( hope to get out of it soon) ??,"['#sad', '#depressed', '#broken']",One of the saddest day of this year for me ?? #sad #depressed #broken ( hope to get out of it soon) ??,1
948,6.79743E+17,6.79743E+17,12/23/2015,takerskygirl86,Right b4 Christmas & bf breaks the news he's not taking me 2  for my birthday,"['#raw', '#sad', '#depressed']",Right b4 Christmas & bf breaks the news he's not taking me 2 #RAW for my birthday #sad #depressed,0
950,6.79739E+17,6.79739E+17,12/23/2015,pooh4365,"So close to  just wondering why in feeling so  ""'tis the season to be Jolly""","['#christmas', '#depressed']","So close to #Christmas just wondering why in feeling so #depressed ""'tis the season to be Jolly""",0
967,6.79679E+17,6.79679E+17,12/23/2015,jawdone,Brandy is going to a dog hotel for a couple of days,['#depressed'],Brandy is going to a dog hotel for a couple of days #depressed,0
969,6.79668E+17,6.79668E+17,12/23/2015,romeomotgueeeee,"When bad dreams come true, got me feeling like Crapulet ",['#depressed'],"When bad dreams come true, got me feeling like Crapulet #depressed",1
973,6.7966E+17,6.7966E+17,12/23/2015,shannonstower,"Knowing you can help someone , but you can't even help yourself   ","['#sad', '#depressed', '#exhausted']","Knowing you can help someone , but you can't even help yourself #sad #depressed #exhausted",1
974,6.79654E+17,6.79654E+17,12/23/2015,megwhiteley_x,This time last year I was getting ready to jet off to Abu Dhabi ????,['#depressed'],This time last year I was getting ready to jet off to Abu Dhabi ???? #depressed,0
975,6.79653E+17,6.79653E+17,12/23/2015,lorenzomuli,"Personally, I do not have the ""energy"" to celebrate Christmas -___-  ","['#depressed', '#failure']","Personally, I do not have the ""energy"" to celebrate Christmas -___- #depressed #failure",1
977,6.79639E+17,6.79639E+17,12/23/2015,lhn37,I really don't know what I'm going to do about Christmas.,"['#broke', '#cantbuygiftsformykids', '#depressed']",I really don't know what I'm going to do about Christmas. #broke #CantBuyGiftsForMyKids #Depressed,0
978,6.79637E+17,6.79637E+17,12/23/2015,djsimonuk,"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!","['#alone', '#christmas', '#depressed']","Im #Alone home #Christmas. Feeling very low, and unwanted especially by my own family.Feeling very #depressed !!",1
982,6.79618E+17,6.79618E+17,12/23/2015,breathlessly_me,"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",['#depressed'],"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. #depressed",0
983,6.79618E+17,6.79618E+17,12/23/2015,mrwhiskas24,too soon for drinks. Ice cream and a movie  read bad reviews but will the lead get another oscar???,"['#depressed', '#thedanishgirl']",#depressed too soon for drinks. Ice cream and a movie #theDanishGirl read bad reviews but will the lead get another oscar???,0
987,6.79598E+17,6.79598E+17,12/23/2015,medepressedme,When i just keep hating my life due the others that put an extreme pressure on me...    ,"['#cutting', '#depression', '#depressed']",When i just keep hating my life due the others that put an extreme pressure on me... #cutting #depression #depressed  pic.twitter.com/1QNTzRJLA9,1
988,6.79597E+17,6.79597E+17,12/23/2015,rachcakexo,It's been 1 year since my husband and I flew to NYC for Christmas ????????,['#depressed'],It's been 1 year since my husband and I flew to NYC for Christmas ???????? #depressed,0
993,6.7957E+17,6.7957E+17,12/23/2015,dustinlanglois3,This has been a long night...,"['#stressedout', '#depressed']",This has been a long night... #stressedout #depressed,0
994,6.79567E+17,6.79567E+17,12/23/2015,therealmfclarky,This night was supposed to be fun but its really not...,['#depressed'],This night was supposed to be fun but its really not... #depressed,1
996,6.79566E+17,6.79566E+17,12/23/2015,medicatedalien,Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless,['#depressed'],Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless #depressed,1
1000,6.82713E+17,6.82713E+17,12/31/2015,sbreame,"For 2016 - Up my  game,  move out of  (since London is too expensive), beat  and maybe settle down with someone :)","['#csgo', '#london', '#depression']","For 2016 - Up my #csgo game,  move out of #London (since London is too expensive), beat #depression and maybe settle down with someone :)",0
1008,6.82709E+17,6.82709E+17,12/31/2015,huntersjames,"My brain caught a bug, Or maybe it was my heart, Darkness gives a fucj    ","['#hsjhaiku', '#haiku', '#depression']","My brain caught a bug, Or maybe it was my heart, Darkness gives a fucj  #hsjhaiku #haiku #depression",1
1009,6.82709E+17,6.82709E+17,12/31/2015,foreverjeremy99,"""And when I'm laying in my bed, I think about life and I think about death...neither one...appeals to me. ""  ","['#depression', '#lyrics']","""And when I'm laying in my bed, I think about life and I think about death...neither one...appeals to me. "" -The Smiths  #depression #lyrics",0
1011,6.82707E+17,6.82707E+17,12/31/2015,arcamp1971,Wake me up in March.,"['#newyearseve', '#depression']",Wake me up in March. #NewYearsEve #depression,1
1013,6.82707E+17,6.82707E+17,12/31/2015,ironwoman217,that u can't get a dr's note to excuse u from work b/c of your . So u go 2 work anyway & fake it.,"['#theworstpartofdepressionis', '#depression']",#TheWorstPartOfDepressionIs  that u can't get a dr's note to excuse u from work b/c of your #depression. So u go 2 work anyway & fake it.,0
1021,6.82705E+17,6.82705E+17,12/31/2015,themoodcards,It creeps up on you    ,"['#depression', '#confusion', '#isolation']",It creeps up on you #depression #confusion #isolation pic.twitter.com/2LM7Sh8wxP,1
1022,6.82705E+17,6.82705E+17,12/31/2015,alistair_sloan,If  is an issue for you tonight then call the Samaritans (116 123) or Breathing Space (0800 83 85 87),['#depression'],If #depression is an issue for you tonight then call the Samaritans (116 123) or Breathing Space (0800 83 85 87),0
1024,6.82704E+17,6.82704E+17,12/31/2015,saleh_kass_art,Is it weird that my  and   turns bad when it comes to  ?,"['#bipolardissorder', '#depression', '#newyearseve']",Is it weird that my #bipolardissorder and #depression  turns bad when it comes to #NewYearsEve ?,1
1029,6.82703E+17,6.82703E+17,12/31/2015,alistair_sloan,"8 years ago I was at rock bottom, crippled by . Since then I've come a long way & I'm sure 2016 will continue the upward trend!",['#depression'],"8 years ago I was at rock bottom, crippled by #depression. Since then I've come a long way & I'm sure 2016 will continue the upward trend!",0
1034,6.82701E+17,6.82701E+17,12/31/2015,97satter,Im like lost without waterfowl hunting or bowfishing.,"['#offseason', '#depression']",Im like lost without waterfowl hunting or bowfishing. #offseason #depression,1
1046,6.82696E+17,6.82696E+17,12/31/2015,bearded_beach,"I woke up and said ""I should get a cat.""  ","['#depression', '#nyealone']","I woke up and said ""I should get a cat."" #depression #Nyealone",0
1050,6.82693E+17,6.82693E+17,12/31/2015,gerry_mcgregor,"Just a thought, have I become afraid of things, safety in routine, what I know? ?  ","['#breakoutin2016', '#anxious', '#depression']","Just a thought, have I become afraid of things, safety in routine, what I know? #breakoutin2016? #anxious #depression",1
1058,6.82689E+17,6.82689E+17,12/31/2015,mishjholman,"For all of those who suffer from   and find NYE difficult, I know we can get through it together.","['#depression', '#bipolar']","For all of those who suffer from #depression #bipolar and find NYE difficult, I know we can get through it together.",0
1062,6.82686E+17,6.82686E+17,12/31/2015,chadonihi,surrounded by winter and constantly aware of it (,"['#anxiety', '#depression']",surrounded by winter and constantly aware of it ( #anxiety #depression,1
1065,6.82685E+17,6.82685E+17,12/31/2015,copowdranderson,", , and  can be scary. Call 314-645-1567 to turn those monsters into smaller obstacles!  ","['#anxiety', '#stress', '#depression']","#Anxiety, #stress, and #depression can be scary. Call 314-645-1567 to turn those monsters into smaller obstacles!  pic.twitter.com/Rn1HQRZkG9",0
1067,6.82685E+17,6.82685E+17,12/31/2015,columbia_assoc,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/gbkOpobFY3,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/gbkOpobFY3,0
1069,6.82684E+17,6.82684E+17,12/31/2015,apps4xcix,I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch,['#depression'],I can't believe the amount of junk food and how long it's lasted in my kitchen #depression'sabitch,0
1071,6.82683E+17,6.82683E+17,12/31/2015,bergentms,We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,"['#depression', '#tms']",We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,0
1075,6.82683E+17,6.82683E+17,12/31/2015,tmscleveland,We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,"['#depression', '#tms']",We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,0
1076,6.82683E+17,6.82683E+17,12/31/2015,zaire_margaux,feeling so alone and misunderstood.,"['#life', '#depression']",feeling so alone and misunderstood. #life #depression,1
1087,6.8268E+17,6.8268E+17,12/31/2015,lorenzobabasa55,And just like that Texas Christmas Reunion is over  ??,['#depression'],And just like that Texas Christmas Reunion is over #Depression ??,0
1088,6.8268E+17,6.8268E+17,12/31/2015,love4thesavior,"Nobody understands, I don't even understand most of the time..... ",['#depression'],"Nobody understands, I don't even understand most of the time..... #depression",1
1109,6.82673E+17,6.82673E+17,12/31/2015,facebookguide2,RT StayYoungMedia Cure your  without the harmful side effects of  … pic.twitter.com/QZzAgrOZbb,"['#depression', '#antidepressants']",RT StayYoungMedia Cure your #depression without the harmful side effects of #antidepressants … pic.twitter.com/QZzAgrOZbb,0
1120,6.82669E+17,6.82669E+17,12/31/2015,facebookguide2,RT findrealhealth Using  to manage  or ? Learn the side effects  … pic.twitter.com/nGJndXHvlm,"['#zoloft', '#depression', '#anxiety']",RT findrealhealth Using #Zoloft to manage #depression or #anxiety? Learn the side effects  … pic.twitter.com/nGJndXHvlm,0
1121,6.82669E+17,6.82669E+17,12/31/2015,mohamedhaseb,It's not always the tears that measure the pain. Sometimes it's the smile we fake.,"['#quote', '#depression', '#sadness']",It's not always the tears that measure the pain. Sometimes it's the smile we fake.  #quote #depression #sadness,0
1123,6.82669E+17,6.82669E+17,12/31/2015,mohamedhaseb,The worst kind of pain is keeping yourself laughing to avoid the tears from falling.   ,"['#quote', '#depression']",The worst kind of pain is keeping yourself laughing to avoid the tears from falling.   ~  Mitch Cuento ~ #quote #depression,0
1124,6.82669E+17,6.82669E+17,12/31/2015,bergentms,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/zKsH1Yz0At,0
1132,6.82668E+17,6.82668E+17,12/31/2015,mohamedhaseb,":) I hate this emo and this feeling ""fake smile"" ",['#depression'],":) I hate this emo and this feeling ""fake smile"" #depression",1
1137,6.82667E+17,6.82667E+17,12/31/2015,shrink_wrapped_,"Another -like drug that may hold out some hope for rapid treatment of  is lanicemine (Sanacora G, Mol Psychiatry. 2014)","['#ketamine', '#depression']","Another #ketamine-like drug that may hold out some hope for rapid treatment of #depression is lanicemine (Sanacora G, Mol Psychiatry. 2014)",0
1148,6.82665E+17,6.82665E+17,12/31/2015,shrink_wrapped_,"Possible 2016 treatment breakthrough for  and suicidal thinking using ketamine & similar drugs? (Rajkumar R, Pharmacol Res, 2015)",['#depression'],"Possible 2016 treatment breakthrough for #depression and suicidal thinking using ketamine & similar drugs? (Rajkumar R, Pharmacol Res, 2015)",0
1178,6.82653E+17,6.82653E+17,12/31/2015,achievetms,We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY,"['#tms', '#depression']",We offer #TMS Therapy to our patients to treat #Depression and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY,0
1186,6.8265E+17,6.8265E+17,12/31/2015,facebookguide2,"RT keithllbllm Happy New Year- try to have more Worth Living moments of hope, health &  happiness.  … pic.twitter.com/rez61PZZVj","['#depression', '#me']","RT keithllbllm Happy New Year- try to have more Worth Living moments of hope, health &  happiness. #depression #me… pic.twitter.com/rez61PZZVj",0
1219,6.8264E+17,6.8264E+17,12/31/2015,tinytatari,why doesnt she like meeeeeeeeeee,"['#suicide', '#depression', '#gangnamstyle']",why doesnt she like meeeeeeeeeee #suicide #depression #gangnamstyle,0
1221,6.8264E+17,6.8264E+17,12/31/2015,mbtrins,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/p57jV3hqSd,0
1232,6.82638E+17,6.82638E+17,12/31/2015,schulteinstitut,"You can take steps at home to help your day to day , but we are also here to help. Contact us today.  pic.twitter.com/HFmoqiu7sU",['#depression'],"You can take steps at home to help your day to day #depression, but we are also here to help. Contact us today.  pic.twitter.com/HFmoqiu7sU",0
1288,6.82617E+17,6.82617E+17,12/31/2015,therealclinch,Depression and man flu good end to the year,"['#depression', '#manflu']",Depression and man flu good end to the year #depression #manflu,1
1304,6.82612E+17,6.82612E+17,12/31/2015,estheranna25,Just you wait and see the girl you once called fat will be the girl you wish you could have   pic.twitter.com/fCdBFrEys7,"['#depression', '#anorexia']",Just you wait and see the girl you once called fat will be the girl you wish you could have #depression #anorexia pic.twitter.com/fCdBFrEys7,1
1338,6.82604E+17,6.82604E+17,12/31/2015,sarafollo,I can still fucking hear you bitch.,"['#rant', '#depression', '#fuckoff']",I can still fucking hear you bitch. #rant #depression #fuckoff,0
1340,6.82604E+17,6.82604E+17,12/31/2015,sarafollo,"Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door.  ","['#rant', '#depression']","Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door. #rant #depression",0
1342,6.82601E+17,6.82601E+17,12/31/2015,brainsway,"May the new year abound in H’s: Health, Hope, Healing, Happiness And H-coils!     ","['#newyear2016', '#depression']","May the new year abound in H’s: Health, Hope, Healing, Happiness And H-coils!  #NewYear2016 #depression  pic.twitter.com/ZjSFAU9ySh",0
1369,6.82592E+17,6.82592E+17,12/31/2015,realseanatello,I'm welcoming  after my first full calendar year since overcoming . This year I go all the way to realms uncharted.,"['#depression', '#hr']",I'm welcoming #2016 after my first full calendar year since overcoming #depression. This year I go all the way to realms uncharted. #hr,0
1371,6.82591E+17,6.82591E+17,12/31/2015,openmindmh,Shout out to everyone with  preparing to put their mask on & pretend to be happy for .  Icy bubble all over,"['#depression', '#nye']",Shout out to everyone with #depression preparing to put their mask on & pretend to be happy for #NYE.  Icy bubble all over,1
1373,6.82588E+17,6.82588E+17,12/31/2015,noelahogan,Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,['#depression'],Spare a thought tonight for all those suffering from #depression - it's not easy when you feel down and everyone around you is celebrating.,1
1377,6.82584E+17,6.82584E+17,12/31/2015,more_matshediso,RT if you ever beat or battle with,['#depression'],RT if you ever beat or battle with #depression,0
1378,6.82584E+17,6.82584E+17,12/31/2015,jfclaude,"If you are living with , , don't fall for the so-called ""cure"" peddlers here on Twitter. Seek professional medical help.","['#anxiety', '#depression']","If you are living with #anxiety, #depression, don't fall for the so-called ""cure"" peddlers here on Twitter. Seek professional medical help.",0
1385,6.82582E+17,6.82582E+17,12/31/2015,fit4lifekd,Already losing my mind. 6 weeks of this shit of no work or working out left.,"['#fml', '#depression']",Already losing my mind. 6 weeks of this shit of no work or working out left. #FML #depression,0
1438,6.82575E+17,6.82575E+17,12/31/2015,facebookguide2,RT AnotherAznTart I shared this last year but it still makes me giggle so I'll share it again. ?  … ,"['#depression', '#ment']",RT AnotherAznTart I shared this last year but it still makes me giggle so I'll share it again. ? #depression #ment… pic.twitter.com/KRtOoWVdd9,0
1442,6.82575E+17,6.82575E+17,12/31/2015,ledward1,It’s only 3 o’clock in the afternoon and it’s dark and raining  Like mad! I hate this so much!,['#depression'],It’s only 3 o’clock in the afternoon and it’s dark and raining  Like mad! I hate this so much! #depression,0
1448,6.82574E+17,6.82574E+17,12/31/2015,aidan_june,"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015.  ","['#ptsd', '#depression']","I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015. #PTSD #depression",1
1454,6.82573E+17,6.82573E+17,12/31/2015,gburleighphotog,"I'm now casting for potential  for my ""Learning to swim"" photography project about .  pic.twitter.com/rnJp6UX2eV","['#models', '#depression', '#macclesfield']","I'm now casting for potential #models for my ""Learning to swim"" photography project about #depression. #macclesfield pic.twitter.com/rnJp6UX2eV",0
1455,6.82572E+17,6.82572E+17,12/31/2015,p0ppunk3r0324,Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin,"['#poem', '#depression', '#writing']",Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin  #poem #depression #writing,1
1457,6.82572E+17,6.82572E+17,12/31/2015,mrspatrick8516,"Dark place last year, I don't want to ever go back to that!   ","['#depression', '#anxiety']","Dark place last year, I don't want to ever go back to that! #depression #anxiety pic.twitter.com/lIwrzQyUjc",1
1469,6.82568E+17,6.82568E+17,12/31/2015,theramind,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/MB8gP1dQZE,0
1474,6.82567E+17,6.82567E+17,12/31/2015,saddetective,No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more,"['#depression', '#ptsd']",No surprised so many with #depression & #PTSD struggle so much when the only help you get is take drugs and if they don't work take more,1
1495,6.82561E+17,6.82561E+17,12/31/2015,billysigudla,: don't let other's emotions corrupt your mind; beacause that paves the path to,"['#newyearsmessage', '#depression']",#NewYearsMessage: don't let other's emotions corrupt your mind; beacause that paves the path to #Depression,0
1507,6.82559E+17,6.82559E+17,12/31/2015,qiguais,ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,['#depression'],#depression ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,0
1509,6.82558E+17,6.82558E+17,12/31/2015,jfclaude,"To ppl tweeting ""The leading cause of depression is reality.""  How pithy. What know you of ? Show some empathy. Just stop it.",['#depression'],"To ppl tweeting ""The leading cause of depression is reality.""  How pithy. What know you of #depression? Show some empathy. Just stop it.",0
1530,6.82552E+17,6.82552E+17,12/31/2015,carla_shelders,I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,"['#run', '#depression']",I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run #run #depression #2016,1
1536,6.82549E+17,6.82549E+17,12/31/2015,mozgirl71,"another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you  ","['#bpd', '#depression']","another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you #BPD #depression",0
1542,6.82545E+17,6.82545E+17,12/31/2015,brockwoman,"If this is your response to someone saying they're dealing with , you're a terrible person.  ",['#depression'],"If this is your response to someone saying they're dealing with #depression, you're a terrible person.  pic.twitter.com/e0ygp8FQsR",0
0,6.82533E+17,6.82533E+17,12/31/2015,bipolartweets,Just realised I haven't cleaned my teeth in days,['#depression'],Just realised I haven't cleaned my teeth in days #depression,0
1564,6.82531E+17,6.82531E+17,12/31/2015,basiabednarczyk,I have depression ? pff.....no.... . . . . . maybe...,['#depression'],I have depression ? pff.....no.... . . . . . maybe... #depression,0
1586,6.82518E+17,6.82518E+17,12/31/2015,arcamp1971,And so we arrive at the eve of the worst month of the year.  .  Any tips on making January more bearable?,['#depression'],And so we arrive at the eve of the worst month of the year.  #depression.  Any tips on making January more bearable?,1
1615,6.82507E+17,6.82507E+17,12/31/2015,jerry89780331," is serious, so let's treat it seriously. Don't just brush it off, tell someone, and if some one tells you, don't over react.",['#depression'],"#depression is serious, so let's treat it seriously. Don't just brush it off, tell someone, and if some one tells you, don't over react.",0
1621,6.82506E+17,6.82506E+17,12/31/2015,camp_ben,"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!    ",['#depression'],"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!  #Depression  pic.twitter.com/CPDNmdOcrO",1
1645,6.82492E+17,6.82492E+17,12/31/2015,the_eda,Happy new year - thank you for moving against  with us! ,['#depression'],Happy new year - thank you for moving against #depression with us!  pic.twitter.com/Cjla5yKJAH,0
1652,6.82487E+17,6.82487E+17,12/31/2015,stuartosmond,"New Years Eve,The day I always dread.???? ","['#depression', '#anxiety']","New Years Eve,The day I always dread.????#depression #anxiety",0
1654,6.82487E+17,6.82487E+17,12/31/2015,naomikrowe,Sometimes it's songs in the dark in the smallest world possible that make all the difference.,['#depression'],Sometimes it's songs in the dark in the smallest world possible that make all the difference. #depression,0
1668,6.82483E+17,6.82483E+17,12/31/2015,edgeless_living,You must get up from right where you are. Do that and your battles are 70% over. let's talk,"['#depression', '#helpme', '#iwantpeace']",You must get up from right where you are. Do that and your battles are 70% over. let's talk  #depression #helpme #iwantpeace,0
1674,6.82478E+17,6.82478E+17,12/31/2015,voicevito,can depression stop lack of promotion at work??,['#depression'],#depression can depression stop lack of promotion at work??,1
1675,6.82478E+17,6.82478E+17,12/31/2015,junidesiree,Depression reality: Trapped inside my skin and trying to tear myself out but no-one knows I'm trapped or sees my struggle.,['#depression'],Depression reality: Trapped inside my skin and trying to tear myself out but no-one knows I'm trapped or sees my struggle. #depression,1
1676,6.82478E+17,6.82478E+17,12/31/2015,edgeless_living,Have you withdrawn from those in your camp or others around you? You could be in a depressed state of mind.,"['#depression', '#helpme', '#iwantpeace']",Have you withdrawn from those in your camp or others around you? You could be in a depressed state of mind. #depression #helpme #iwantpeace,0
1699,6.82464E+17,6.82464E+17,12/31/2015,mrsbraxton18,"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am?????????? ",['#depression'],"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am?????????? #depression",1
1700,6.82463E+17,6.82463E+17,12/31/2015,doubletriplefig,What I feel like when I realize that there's no more Walking Dead until February 14th    ,"['#walkingdead', '#depression']",What I feel like when I realize that there's no more Walking Dead until February 14th #WalkingDead #Depression  pic.twitter.com/0iyY5ORg8e,0
0,6.82451E+17,6.82451E+17,12/31/2015,tinytatari,why doesnt she like meeeeeeeeeee,"['#suicide', '#depression', '#gangnamstyle']",why doesnt she like meeeeeeeeeee #suicide #depression #gangnamstyle,0
1731,6.82446E+17,6.82446E+17,12/31/2015,menagerie_doll,"Here it is, 1:20am, and I'm wide awake. I thought  was supposed to know my ass out? Instead my mind is racing.  ","['#seroquel', '#depression', '#anxiety']","Here it is, 1:20am, and I'm wide awake. I thought #seroquel was supposed to know my ass out? Instead my mind is racing. #depression #anxiety",1
1741,6.82442E+17,6.82442E+17,12/31/2015,ginger_lovez,I hate when the person you have a crush on has a girlfriend/boyfriend,['#depression'],I hate when the person you have a crush on has a girlfriend/boyfriend #depression,0
1743,6.82439E+17,6.82439E+17,12/31/2015,what3ver93,Loading my pipe and smoking this depression away,"['#marijuana', '#cannabis', '#depression']",Loading my pipe and smoking this depression away #Marijuana #Cannabis #Depression,1
1747,6.82436E+17,6.82436E+17,12/31/2015,what3ver93,Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,"['#marijuana', '#cannabis', '#depression']",Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists. #Marijuana #Cannabis #Depression,0
1758,6.82433E+17,6.82433E+17,12/31/2015,katelynthickett,"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??","['#iamnotstrong', '#iamnotweak', '#depression']","Deeper and deeper, the river flows downstream degrading even the strongest minerals. #iamnotstrong #iamnotweak #depression ??",0
